Team number, Team name                                                  , Epa   , Auto EPA, Teleop EPA, Energized, Supercharged, Transition, First Shift, Second Shift, Endgame, Win Rate, Wins, Losses
       1391, The Metal Moose                                            , 165.05,    30.6 ,     102.07,    0.3872, 0.0951      , 14.44     ,       40.34,        47.29,   32.9 ,   0.6897,   40,     18
       5584, ICRobotics                                                 , 157.88,    21.83,     101.0 ,    0.6348, -0.1158     , 18.32     ,       42.42,        40.27,   35.33,   1.0   ,   15,      0
       5193, Pantheon                                                   , 211.99,    48.88,     112.26,    0.7101, 0.4083      , 10.67     ,       56.12,        45.47,   50.84,   0.7727,   51,     15
       2052, KnightKrawler                                              , 184.74,    38.31,      94.46,    0.7173, 0.0615      , 14.89     ,       45.76,        33.81,   51.72,   0.8   ,   36,      9
       2851, Crevolution                                                , 148.51,    25.78,      86.48,    0.4186, 0.1727      , 9.18      ,       46.06,        31.24,   36.35,   0.6667,   40,     20
       1986, Team Titanium                                              , 171.78,    39.93,      96.31,    0.5102, 0.1037      , 6.86      ,       45.33,        44.13,   35.02,   0.7727,   34,     10
       3197, HexHounds                                                  , 183.1 ,    31.59,     105.93,    0.4395, 0.082       , 12.26     ,       51.94,        41.73,   44.5 ,   0.6742,   44,     21
        190, Gompei and the HERD                                        , 175.81,    32.98,      92.85,    0.5146, 0.266       , 3.57      ,       48.31,        40.98,   50.16,   0.75  ,   78,     26
        131, CHAOS                                                      , 140.81,    24.4 ,      68.11,    0.3727, 0.2208      , 2.54      ,       31.23,        34.34,   48.4 ,   0.4561,   26,     31
       4206, Robo Vikes                                                 , 157.89,    27.76,      94.36,    0.2983, 0.3002      , 8.26      ,       50.13,        35.97,   36.47,   0.6267,   47,     28
       2847, The MegaHertz                                              , 111.65,    18.44,      72.01,    0.459 , -0.2031     , 9.33      ,       33.14,        29.54,   21.3 ,   0.6591,   29,     15
        103, Cybersonics                                                , 176.7 ,    16.44,      91.16,    0.5421, 0.2138      , 3.04      ,       41.95,        46.16,   68.64,   0.7167,   42,     16
       6989, KAISER                                                     , 120.7 ,    24.72,      64.87,    0.2502, -0.2452     , 5.82      ,       35.11,        23.94,   30.69,   0.6458,   31,     17
       4728, ROCORI Robotics                                            , 116.03,    13.14,      62.99,    0.3231, -0.0526     , 2.15      ,       24.94,        35.9 ,   39.66,   0.55  ,   22,     18
       2713, Red Hawk Robotics                                          , 150.79,    19.93,     100.24,    0.34  , 0.0641      , 8.73      ,       47.77,        43.74,   31.23,   0.5847,   34,     24
       2240, Brute Force                                                , 153.31,    35.83,      84.94,    0.5241, 0.0777      , 14.73     ,       41.91,        28.3 ,   32.92,   0.6   ,   15,     10
        948, NRG (Newport Robotics Group)                               , 196.85,    42.43,     106.97,    0.4782, 0.3703      , 11.26     ,       55.13,        40.58,   47.6 ,   0.6875,   44,     20
      11216, FLAZIA ROBOTICS                                            , 153.16,    24.75,      93.21,    0.6019, 0.1622      , 13.12     ,       45.55,        34.54,   35.77,   0.6552,   19,     10
        108, SigmaC@T Robotics Team                                     , 153.57,    32.58,      88.92,    0.5893, 0.0457      , 11.37     ,       40.66,        36.89,   31.52,   0.7   ,   21,      9
       4089, Stealth Robotics                                           , 202.76,    41.02,     109.7 ,    0.4996, 0.2996      , 8.97      ,       49.11,        51.61,   51.4 ,   0.6719,   43,     21
       6152, Robo-Falcons                                               , 153.74,    20.01,      93.6 ,    0.3638, 0.3343      , 6.19      ,       40.17,        47.24,   40.14,   0.5254,   31,     28
       1403, Team 1403 Cougar Robotics                                  , 134.86,    33.92,      66.95,    0.5361, 0.094       , 8.0       ,       31.09,        27.86,   34.21,   0.6897,   40,     18
       6324, The Blue Devils                                            , 170.49,    27.08,      95.66,    0.478 , 0.2428      , 6.65      ,       40.9 ,        48.11,   47.81,   0.6716,   45,     22
        236, Techno-Ticks                                               , 152.17,    31.84,      75.65,    0.531 , 0.1419      , 11.36     ,       35.08,        29.21,   43.89,   0.6863,   35,     16
          8, Paly Robotics                                              , 168.21,    35.98,      94.73,    0.4992, 0.1764      , 15.4      ,       43.87,        35.46,   38.18,   0.7586,   44,     14
       3656, Dexter Dreadbots                                           , 163.29,    35.75,      94.31,    0.5591, 0.0304      , 12.82     ,       50.55,        30.95,   31.96,   0.6066,   37,     24
       6773, Max Throttle Mavericks                                     , 143.38,    30.53,      79.82,    0.4312, -0.0726     , 2.81      ,       37.47,        39.53,   33.59,   0.6   ,   36,     24
       4915, Spartronics                                                , 156.32,    28.25,      89.95,    0.32  , 0.2314      , 10.8      ,       39.64,        39.51,   38.65,   0.6618,   45,     23
       8749, Farmersville  Robotics                                     , 191.47,    42.09,      99.91,    0.3838, 0.2897      , 12.86     ,       47.31,        39.74,   49.01,   0.5873,   37,     26
        201, The FEDS                                                   , 164.42,    30.81,      87.25,    0.5783, 0.072       , 6.51      ,       44.65,        36.08,   46.41,   0.5726,   35,     26
       2582, PantherBots                                                , 144.44,    23.9 ,      76.38,    0.3655, 0.0711      , 6.51      ,       29.09,        40.78,   43.91,   0.6491,   37,     20
       1058, PVC Pirates                                                , 152.21,    42.41,      83.03,    0.4147, 0.0891      , 9.87      ,       36.03,        37.12,   27.24,   0.6102,   36,     23
       8159, Golden Horn                                                , 184.46,    44.22,      96.43,    0.5123, 0.0928      , 10.52     ,       47.39,        38.52,   43.89,   0.7   ,   28,     12
       4201, The Vitruvian Bots                                         , 132.78,    20.27,      68.73,    0.3917, 0.1913      , 4.31      ,       30.1 ,        34.32,   44.03,   0.6667,   40,     20
       2252, The Mavericks                                              , 129.7 ,    18.86,      75.99,    0.4341, -0.0989     , 11.79     ,       29.45,        34.76,   35.44,   0.5405,   20,     17
       3161, Tronic Titans                                              , 148.97,    28.83,      82.79,    0.3522, 0.1862      , 8.48      ,       39.88,        34.42,   38.63,   0.7083,   34,     14
       1189, Gearheads                                                  , 167.11,    37.83,      92.84,    0.4174, 0.3182      , 7.59      ,       49.29,        35.96,   35.52,   0.6316,   36,     21
       4143, MARS/WARS                                                  , 170.0 ,    44.04,      95.26,    0.6326, -0.0646     , 18.93     ,       41.31,        35.02,   31.01,   0.8   ,   40,     10
       1710, The Ravonics Revolution                                    , 169.68,    39.62,      98.68,    0.5257, 0.1719      , 8.97      ,       52.43,        37.29,   31.37,   0.5952,   25,     17
       1425, Error Code Xero                                            , 147.91,    23.91,      89.4 ,    0.5324, 0.1611      , 5.94      ,       46.22,        37.24,   33.54,   0.6735,   33,     16
        494, Martians                                                   , 163.51,    25.4 ,      89.87,    0.5251, 0.2435      , 4.55      ,       46.86,        38.46,   49.27,   0.6207,   36,     22
         59, RamTech                                                    , 133.95,    33.99,      73.5 ,    0.3237, -0.0018     , 11.05     ,       31.29,        31.16,   26.33,   0.7027,   26,     11
       5712, Hemlock's Gray Matter                                      , 118.63,    23.94,      59.16,    0.2972, 0.1812      , 2.28      ,       29.88,        26.99,   35.52,   0.6875,   44,     20
       4065, Nerds of Prey                                              , 113.89,    16.04,      64.16,    0.3702, -0.1065     , 2.4       ,       25.7 ,        36.06,   27.25,   0.6061,   40,     26
       7415, Jaguar Robotics Sponsored By Feit Electric                 , 176.55,    49.53,      93.46,    0.429 , 0.3675      , 6.98      ,       50.54,        35.94,   33.63,   0.7424,   49,     17
       5066, Singularity                                                , 133.68,    31.89,      74.34,    0.2729, -0.008      , 13.86     ,       34.43,        26.04,   27.24,   0.5333,   32,     28
       2522, Royal Robotics                                             , 116.05,    35.83,      43.45,    0.2097, -0.2116     , 1.85      ,       13.29,        28.31,   32.5 ,   0.6667,   40,     20
      10021, Guerin Catholic Golden Gears                               , 195.91,    36.86,     102.75,    0.5746, 0.1929      , 5.18      ,       55.17,        42.39,   55.91,   0.6957,   48,     21
        340, G.R.R. (Greater Rochester Robotics)                        , 172.54,    39.3 ,      96.89,    0.6169, -0.0335     , 14.96     ,       48.55,        33.39,   36.27,   0.775 ,   31,      9
       5114, Titanium Tigers                                            , 145.98,    39.32,      83.91,    0.6346, 0.1417      , 11.36     ,       38.47,        34.08,   22.74,   0.7647,   39,     12
        619, Cavalier Robotics                                          , 111.25,    17.01,      62.33,    0.308 , 0.0514      , 8.48      ,       29.46,        24.38,   31.56,   0.6271,   37,     22
       1498, The Polar Pilots                                           , 156.08,    32.73,      80.8 ,    0.532 , 0.1706      , 5.03      ,       36.8 ,        38.97,   42.29,   0.6667,   40,     20
       1787, The Flying Circuits                                        , 164.09,    42.43,      83.7 ,    0.3817, 0.14        , 10.29     ,       36.25,        37.17,   37.68,   0.7   ,   28,     12
       4322, Clockwork                                                  , 164.95,    41.61,      86.84,    0.4787, 0.1611      , 12.41     ,       39.82,        34.62,   36.77,   0.5703,   36,     27
       8608, Alpha Bots                                                 , 187.2 ,    32.9 ,     107.84,    0.6284, 0.4128      , 17.04     ,       54.94,        35.87,   45.95,   0.7619,   48,     15
       4099, The Falcons                                                , 140.55,    33.54,      71.93,    0.3663, 0.0934      , 0.15      ,       30.32,        41.46,   35.75,   0.7213,   44,     17
         68, Truck Town Thunder                                         , 158.77,    31.74,      84.38,    0.3667, 0.1963      , 12.04     ,       39.7 ,        32.64,   42.54,   0.6102,   36,     23
       1756, Argos                                                      , 155.0 ,    27.8 ,      91.4 ,    0.337 , 0.0719      , 10.16     ,       39.19,        42.05,   36.01,   0.6531,   32,     17
       5937, MI Robotics                                                , 149.3 ,    29.76,      83.88,    0.3605, 0.0113      , 12.13     ,       36.66,        35.09,   35.3 ,   0.6066,   37,     24
       2054, Tech Vikes                                                 , 157.03,    26.98,      90.45,    0.3773, 0.1954      , 6.95      ,       41.04,        42.46,   39.62,   0.6102,   36,     23
       1296, Full Metal Jackets                                         , 194.56,    38.76,     101.12,    0.5885, 0.2021      , 3.31      ,       49.47,        48.33,   53.94,   0.6557,   40,     21
       6995, NOMAD                                                      , 144.76,    28.98,      80.5 ,    0.6797, 0.1399      , 7.69      ,       33.84,        38.97,   35.72,   0.62  ,   31,     19
       3847, Spectrum   -△◅                                             , 157.59,    29.09,      94.99,    0.5257, 0.1802      , 13.09     ,       47.88,        34.03,   34.24,   0.5909,   39,     27
       1908, ShoreBots                                                  , 136.44,    15.88,      77.92,    0.2446, -0.0602     , 7.16      ,       35.56,        35.2 ,   43.25,   0.6393,   39,     22
       2974, Walton Robotics                                            , 147.29,    30.66,      74.0 ,    0.4037, -0.0271     , 8.03      ,       36.21,        29.76,   42.66,   0.75  ,   45,     15
       4027, Centre Punch                                               , 114.87,    19.74,      53.05,    0.3356, -0.0659     , 2.56      ,       29.4 ,        21.09,   40.26,   0.5135,   19,     18
       2383, Ninjineers                                                 , 146.25,    26.47,      75.36,    0.3271, -0.0662     , 8.44      ,       36.66,        30.27,   43.22,   0.641 ,   25,     14
       1731, Fresta Valley Robotics Club                                , 114.93,    20.48,      58.91,    0.2352, 0.0596      , 3.51      ,       28.18,        27.22,   35.73,   0.6557,   40,     21
       4451, ROBOTZ Garage                                              , 147.19,    18.42,      79.05,    0.4357, -0.2023     , 7.23      ,       36.96,        34.86,   50.13,   0.7969,   51,     13
       5338, RoboLoCo                                                   , 120.13,    18.83,      56.17,    0.3973, 0.0226      , 4.59      ,       18.11,        33.46,   45.29,   0.6094,   39,     25
       8046, LakerBots                                                  , 174.45,    28.58,     102.08,    0.4312, 0.1806      , 12.61     ,       45.87,        43.6 ,   44.17,   0.569 ,   33,     25
       8517, Bounty Hunters                                             , 143.4 ,    28.16,      79.03,    0.5548, 0.061       , 6.36      ,       42.24,        30.43,   36.13,   0.66  ,   33,     17
        687, The Nerd Herd                                              , 167.79,    37.01,      91.22,    0.2803, 0.1971      , 16.0      ,       45.68,        29.54,   39.62,   0.6641,   42,     21
        469, Las Guerrillas                                             , 163.75,    33.79,      85.97,    0.3897, 0.2807      , 12.23     ,       41.18,        32.56,   43.36,   0.6774,   42,     20
       8725, MistyPanther                                               , 117.79,    27.7 ,      71.72,    0.4604, -0.0831     , 7.04      ,       42.61,        22.07,   18.28,   0.8   ,   36,      9
        422, The Mech Tech Dragons                                      , 137.87,    28.48,      78.81,    0.2585, 0.0487      , 11.32     ,       37.25,        30.24,   30.77,   0.6935,   43,     19
       3478, PrepaTec - LamBot                                          , 173.94,    39.33,      98.82,    0.5777, 0.0662      , 5.9       ,       51.4 ,        41.52,   35.81,   0.6829,   28,     13
       3512, Spartatroniks                                              , 153.59,    17.78,      84.93,    0.3631, 0.2324      , 7.93      ,       43.52,        33.48,   50.26,   0.6071,   34,     22
       3928, Team Neutrino                                              , 147.45,    31.76,      79.05,    0.3801, -0.1147     , 5.88      ,       38.53,        34.64,   36.57,   0.619 ,   26,     16
       4174, Mustang Robotics                                           , 187.31,    34.49,      99.49,    0.6416, -0.1665     , 13.89     ,       44.35,        41.24,   53.75,   0.7561,   31,     10
       9401, Midas' Mayhem                                              , 171.47,    34.98,      95.75,    0.4793, 0.0249      , 9.79      ,       49.09,        36.87,   41.04,   0.7143,   30,     12
       2370, IBOTS                                                      , 151.88,    33.79,      84.78,    0.4585, 0.1699      , 9.65      ,       35.69,        39.44,   33.38,   0.6271,   37,     22
       4039, MakeShift Robotics                                         , 141.06,    22.41,      81.08,    0.5296, 0.023       , 5.76      ,       36.96,        38.35,   37.3 ,   0.6809,   32,     15
       3641, The Flying Toasters                                        , 179.6 ,    39.3 ,      89.31,    0.4219, 0.168       , 9.44      ,       42.96,        36.91,   51.02,   0.6308,   41,     24
       4096, Ctrl-Z                                                     , 126.43,    27.19,      70.33,    0.4126, 0.0785      , 4.6       ,       40.02,        25.71,   29.05,   0.6458,   31,     17
       6696, Cardinal Dynamics                                          , 131.07,    25.59,      76.23,    0.2885, 0.217       , 9.07      ,       38.22,        28.94,   29.75,   0.7   ,   42,     18
       9084, Octobots                                                   , 133.5 ,    16.22,      78.38,    0.3041, 0.069       , 5.46      ,       29.38,        43.54,   39.49,   0.5614,   32,     25
        272, Cyber Crusaders                                            , 146.43,    28.42,      87.87,    0.4894, 0.0609      , 6.17      ,       45.68,        36.02,   29.33,   0.6833,   41,     19
       3674, CloverBots                                                 , 140.29,    29.03,      79.05,    0.6177, 0.0837      , 11.01     ,       32.56,        35.48,   32.46,   0.6042,   29,     19
       3620, Average Joes                                               , 173.76,    25.98,      99.33,    0.5133, 0.1769      , 8.26      ,       47.99,        43.08,   49.11,   0.6842,   39,     18
       1259, Paradigm Shift                                             , 121.12,    15.39,      64.44,    0.2696, 0.011       , 6.31      ,       31.49,        26.64,   40.9 ,   0.6833,   41,     19
        346, RoboHawks                                                  , 176.75,    30.0 ,     105.75,    0.5001, 0.1794      , 7.1       ,       45.09,        53.56,   41.48,   0.6721,   41,     20
       4421, FORGE Robotics                                             , 155.77,    26.4 ,      93.22,    0.3569, -0.0485     , 12.21     ,       45.52,        35.48,   36.26,   0.625 ,   25,     15
       1792, Round Table Robotics                                       , 148.49,    37.02,      74.27,    0.4997, 0.0535      , 5.68      ,       42.69,        25.9 ,   37.57,   0.6765,   46,     22
       7183, W.A.R.                                                     , 161.02,    20.61,      99.98,    0.4719, 0.0036      , 7.03      ,       50.42,        42.53,   41.12,   0.6667,   26,     13
       1922, Oz-Ram                                                     , 181.99,    24.72,     102.12,    0.5607, 0.1991      , 0.64      ,       45.47,        56.01,   55.22,   0.5738,   35,     26
       6045, Sabre Robotics                                             , 135.74,    15.41,      76.37,    0.4472, -0.2239     , -0.72     ,       39.92,        37.18,   43.95,   0.7632,   29,      9
       4655, Stateline Robotics                                         , 146.59,    31.28,      88.64,    0.3187, -0.0036     , 15.78     ,       41.54,        31.32,   26.51,   0.7317,   30,     11
       9094, The Earthquakers                                           , 137.45,    26.08,      70.78,    0.4105, 0.0869      , 7.23      ,       31.3 ,        32.26,   40.85,   0.7302,   46,     17
       2881, Lady Cans                                                  , 124.16,    29.43,      68.01,    0.3367, 0.0156      , 9.16      ,       29.35,        29.5 ,   26.04,   0.6607,   37,     19
       4907, Thunderstamps                                              , 127.36,    40.02,      46.13,    0.1194, -0.1886     , 4.31      ,       25.94,        15.88,   19.21,   0.5254,   31,     28
       4189, Chargers                                                   , 125.73,    28.13,      65.25,    0.2652, -0.0616     , 8.65      ,       29.29,        27.31,   30.46,   0.6583,   39,     20
        865, WARP7                                                      , 138.87,    34.3 ,      75.55,    0.5143, 0.0754      , 5.82      ,       36.78,        32.95,   28.29,   0.4419,   19,     24
       2194, Fondy Fire                                                 , 161.57,    38.03,      91.94,    0.4767, 0.0451      , 12.05     ,       40.71,        39.19,   32.74,   0.6667,   40,     20
       4069, Lo-Ellen Robotics                                          , 137.8 ,    17.59,      83.34,    0.5299, 0.1056      , 11.94     ,       39.22,        32.18,   36.95,   0.5957,   28,     19
       3181, Pittsford Panthers                                         , 159.75,    34.98,      90.22,    0.3948, -0.1094     , 7.86      ,       44.52,        37.85,   34.51,   0.625 ,   25,     15
       6907, The G.O.A.T                                                , 133.13,    34.88,      70.45,    0.42  , 0.0079      , 8.95      ,       37.31,        24.19,   28.33,   0.7297,   27,     10
       3501, Firebots                                                   , 159.05,    20.77,      88.26,    0.466 , 0.3558      , 8.88      ,       40.01,        39.36,   50.22,   0.5614,   32,     25
         70, More Martians                                              , 120.55,    25.86,      61.79,    0.1043, 0.0742      , 6.23      ,       29.48,        26.08,   33.1 ,   0.5893,   33,     23
       6919, The Commodores                                             , 150.05,    23.68,      78.74,    0.5097, 0.057       , 2.85      ,       38.22,        37.67,   46.64,   0.7231,   47,     18
        117, Steel Dragons                                              , 194.88,    28.66,     115.72,    0.5435, 0.1764      , 14.04     ,       51.42,        50.26,   51.18,   0.6053,   23,     15
       4512, Otter Chaos                                                , 135.97,    18.65,      83.16,    0.5969, 0.1226      , 7.21      ,       35.99,        39.96,   34.32,   0.5116,   22,     21
       2583, Orange Dynamite                                            , 137.5 ,    36.44,      67.12,    0.3673, 0.0321      , 7.35      ,       30.52,        29.24,   33.99,   0.6333,   38,     22
       3005, RoboChargers                                               , 127.59,    28.75,      68.49,    0.4712, 0.0054      , 0.81      ,       33.52,        34.16,   30.09,   0.5833,   35,     25
       7632, An Kang Robotics Maker                                     , 126.64,    19.45,      70.67,    0.3922, -0.035      , 2.62      ,       38.08,        29.97,   36.74,   0.6667,   32,     16
       4593, Rapid Acceleration                                         , 150.3 ,    26.77,      87.99,    0.4848, -0.1375     , 6.08      ,       41.12,        40.79,   36.16,   0.5946,   22,     15
       1501, Team THRUST                                                , 118.71,    41.46,      63.95,    0.2244, -0.0196     , 8.22      ,       36.9 ,        18.84,    9.24,   0.75  ,   45,     15
       9572, CC Shambytes                                               , 158.71,    30.11,      77.68,    0.5274, 0.0278      , 7.63      ,       38.45,        31.61,   51.87,   0.5763,   34,     25
       5199, Robot Dolphins From Outer Space                            , 171.73,    33.03,      91.11,    0.3588, 0.3488      , 14.57     ,       40.22,        36.33,   47.97,   0.7419,   46,     16
       6985, ENKA TECH                                                  , 117.35,    30.32,      64.09,    0.2555, -0.0433     , 3.15      ,       33.56,        27.38,   23.06,   0.5294,   18,     16
       1778, Chill Out                                                  , 134.09,    22.92,      77.3 ,    0.4655, 0.0252      , 13.07     ,       31.57,        32.66,   34.72,   0.5682,   25,     19
       4909, Bionics                                                    , 134.5 ,    22.23,      71.76,    0.7087, 0.2779      , 8.72      ,       34.02,        29.02,   39.24,   0.66  ,   66,     34
       1218, SCH Robotics                                               , 123.78,    25.99,      68.13,    0.5386, -0.0611     , 2.53      ,       33.82,        31.77,   29.81,   0.6724,   39,     19
       9757, Mecha Marauders                                            , 109.17,    17.82,      60.24,    0.3003, -0.1188     , 1.49      ,       27.02,        31.72,   31.69,   0.6333,   38,     22
         78, AIR STRIKE                                                 , 134.5 ,    30.43,      68.33,    0.5699, -0.0289     , 4.04      ,       34.05,        30.23,   35.51,   0.4889,   22,     23
       3257, Vortechs                                                   , 133.66,    40.13,      60.43,    0.3535, 0.2349      , 8.08      ,       25.08,        27.27,   33.25,   0.5652,   26,     20
       2491, NoMythic                                                   , 176.73,    31.68,      89.87,    0.4836, 0.038       , 1.87      ,       43.74,        44.27,   55.69,   0.7556,   34,     11
       5675, WiredCats                                                  , 133.57,    26.66,      71.95,    0.4839, 0.24        , 8.85      ,       34.4 ,        28.7 ,   34.47,   0.5102,   25,     24
       8612, Calvin Christian Robotics                                  , 129.96,    31.98,      79.22,    0.35  , 0.071       , 6.91      ,       36.48,        35.83,   16.17,   0.6724,   39,     19
       9406, TechJunior                                                 , 133.68,    29.84,      79.6 ,    0.7369, -0.1746     , 7.48      ,       35.71,        36.41,   24.08,   0.6842,   26,     12
       6017, PrepaTec - Cyberius                                        , 140.18,    26.19,      82.16,    0.4985, -0.0894     , 9.29      ,       37.15,        35.72,   31.41,   0.6596,   31,     16
       8595, This Is How We Play                                        , 151.76,    31.95,      86.58,    0.4847, 0.1394      , 7.5       ,       44.75,        34.34,   33.04,   0.6944,   25,     11
       1024, Kil-A-Bytes                                                , 142.16,    31.47,      70.57,    0.2778, -0.1129     , 3.98      ,       32.79,        33.8 ,   38.85,   0.6774,   42,     20
       6672, Fusion Corps                                               , 132.11,    21.58,      81.75,    0.2221, 0.1185      , 10.08     ,       37.14,        34.53,   30.49,   0.4222,   19,     26
       5086, Cadillac Connectors                                        , 137.89,    22.41,      71.8 ,    0.572 , 0.1794      , 1.16      ,       33.75,        36.89,   44.01,   0.6316,   36,     21
       2611, Jacktown Vectors                                           , 132.35,    22.79,      73.52,    0.625 , 0.2006      , 3.75      ,       35.75,        34.02,   35.76,   0.5682,   25,     19
       5809, The Jesubots 5809                                          , 131.87,    23.45,      76.46,    0.5021, -0.0671     , 14.36     ,       34.51,        27.59,   31.65,   0.6296,   17,     10
       5507, Robotic Eagles                                             , 131.41,    21.5 ,      81.59,    0.4935, 0.0329      , 11.63     ,       33.52,        36.44,   28.49,   0.6818,   30,     14
        548, Robostangs                                                 , 138.16,    19.63,      74.19,    0.3956, 0.0209      , 3.13      ,       38.66,        32.4 ,   44.72,   0.5574,   34,     27
       1629, Garrett Coalition (GaCo)                                   , 101.53,    22.26,      48.7 ,    0.1608, -0.1064     , 1.66      ,       16.89,        30.15,   30.29,   0.5893,   33,     23
       2638, Rebel Robotics                                             , 120.92,    36.44,      59.01,    0.1982, -0.2711     , 5.71      ,       25.2 ,        28.1 ,   25.68,   0.6   ,   24,     16
       4795, Eastbots                                                   , 130.54,    22.93,      68.24,    0.245 , -0.1317     , 6.38      ,       40.03,        21.83,   39.42,   0.8438,   54,     10
       7915, Ripon Robotics                                             , 122.73,    17.78,      64.77,    0.2854, -0.1422     , 1.46      ,       24.09,        39.21,   40.21,   0.6356,   37,     21
       3940, CyberTooth                                                 , 130.17,    29.05,      69.56,    0.5557, 0.0038      , 4.24      ,       38.06,        27.26,   32.07,   0.6667,   34,     17
       6766, AtomStorm                                                  , 111.51,    22.2 ,      54.55,    0.217 , -0.2051     , 4.05      ,       26.76,        23.74,   34.63,   0.4615,   18,     21
       9025, Mechameleons                                               , 130.34,    26.53,      68.56,    0.5525, -0.1787     , 3.51      ,       36.61,        28.43,   35.06,   0.6053,   23,     15
       6436, PARS ROBOTICS                                              , 144.96,    28.62,      75.07,    0.3957, 0.1193      , 2.41      ,       38.19,        34.47,   41.82,   0.6667,   28,     14
       1690, Orbit                                                      , 295.43,    67.45,     165.92,    0.6202, 0.4209      , 28.68     ,       77.88,        59.36,   62.19,   0.8   ,   16,      4
        686, Bovine Intervention                                        , 144.56,    35.09,      77.34,    0.402 , 0.1961      , 8.67      ,       39.71,        28.96,   32.19,   0.6885,   42,     19
       1619, Up-A-Creek Robotics                                        , 159.13,    40.89,      77.57,    0.4967, 0.0599      , 9.76      ,       36.6 ,        31.22,   40.83,   0.5952,   25,     17
       6941, IronPulse Robotics                                         , 158.94,    31.83,      84.99,    0.3872, 0.1222      , 4.0       ,       42.11,        38.88,   43.29,   0.6829,   28,     13
       4087, Voodoo Voltage                                             , 110.38,    29.41,      56.22,    0.2292, -0.0474     , 2.89      ,       32.45,        20.87,   23.83,   0.5676,   21,     16
       8048, East Palo Alto ChurroBots                                  , 129.29,    27.88,      72.79,    0.649 , -0.0389     , 12.0      ,       34.53,        26.26,   28.83,   0.587 ,   27,     19
       9245, Laker Dreadnoughts                                         , 143.17,    33.15,      66.95,    0.5268, 0.0204      , 6.01      ,       31.85,        29.09,   43.57,   0.5932,   35,     24
       8373, The Flying Octopi                                          , 156.55,    21.15,      86.76,    0.4443, 0.3177      , 7.3       ,       33.2 ,        46.26,   48.17,   0.5818,   32,     23
      10213, BALTA                                                      , 141.62,    21.9 ,      85.4 ,    0.6132, -0.1707     , 11.32     ,       40.05,        34.03,   34.58,   0.7727,   34,     10
        233, The Pink Team                                              , 100.65,    16.45,      49.11,    0.3984, -0.2868     , -1.14     ,       22.4 ,        27.85,   34.73,   0.6571,   23,     12
       2960, Automation Nation                                          , 167.01,    31.47,      99.69,    0.4556, 0.1648      , 8.21      ,       52.08,        39.41,   36.22,   0.614 ,   35,     22
       3990, Tech for Kids                                              , 105.13,    31.39,      50.23,    0.2402, -0.1239     , 3.08      ,       23.68,        23.47,   23.48,   0.549 ,   28,     23
       4561, TerrorBytes                                                , 145.87,    31.45,      86.23,    0.4833, -0.0694     , 8.54      ,       45.41,        32.28,   28.63,   0.7302,   46,     17
       1153, Timberwolves                                               , 127.51,    21.27,      71.83,    0.434 , 0.0853      , 6.43      ,       35.55,        29.85,   34.68,   0.5208,   25,     23
       1108, Panther Robotics                                           , 120.98,    22.93,      56.85,    0.4329, -0.0444     , 3.17      ,       25.47,        28.21,   40.68,   0.5946,   22,     15
       1086, Blue Cheese                                                , 127.62,    25.07,      70.78,    0.4101, 0.0073      , 1.98      ,       37.66,        31.14,   31.75,   0.6087,   28,     18
       5948, PrepaTec - Lebotics                                        , 123.77,    19.53,      74.35,    0.4097, -0.0889     , 3.49      ,       37.38,        33.49,   30.05,   0.7778,   21,      6
       9430, CTEC Robotics                                              , 127.67,    28.19,      72.14,    0.49  , 0.1894      , 8.4       ,       33.21,        30.53,   27.92,   0.4651,   20,     23
      11141, AlphaZ                                                     , 125.97,    27.07,      71.4 ,    0.1836, -0.041      , 4.81      ,       41.66,        24.93,   27.26,   0.561 ,   23,     18
       2590, Nemesis                                                    , 138.39,    36.87,      67.23,    0.2638, 0.036       , 11.91     ,       33.82,        21.5 ,   34.82,   0.5738,   35,     26
       1720, PhyXTGears                                                 , 118.52,    26.87,      65.26,    0.1145, 0.0237      , 11.14     ,       28.49,        25.62,   25.9 ,   0.5636,   31,     24
       3276, TOOLCATS                                                   , 154.06,    36.59,      87.54,    0.5872, -0.0337     , 4.6       ,       42.97,        39.97,   30.42,   0.625 ,   25,     15
       5474, Clairemonster                                              , 126.2 ,    22.04,      70.28,    0.415 , 0.2172      , 7.77      ,       32.68,        29.83,   33.88,   0.6136,   27,     17
      10349, Pontiac Firebirds                                          , 115.6 ,    17.83,      70.66,    0.0476, 0.063       , 8.37      ,       32.01,        30.28,   26.52,   0.5439,   31,     26
       9597, Luban Robotics                                             , 161.35,    34.28,      89.58,    0.3672, -0.0951     , 4.22      ,       42.24,        43.12,   37.5 ,   0.5652,   13,     10
        461, Westside Boiler Invasion                                   , 126.22,    17.86,      68.8 ,    0.523 , 0.0574      , 5.23      ,       29.51,        34.06,   38.96,   0.5652,   26,     20
        179, Children of the Swamp                                      , 146.46,    28.75,      76.58,    0.4612, -0.0154     , 3.33      ,       32.67,        40.58,   41.8 ,   0.6744,   29,     14
       1727, REX                                                        , 104.02,    18.44,      54.65,    0.0545, -0.079      , 2.63      ,       25.24,        26.77,   30.83,   0.5246,   32,     29
       7419, TECH Support                                               , 125.55,    23.78,      71.24,    0.4838, 0.2027      , 3.8       ,       32.92,        34.52,   30.48,   0.5556,   25,     20
